股票代码,股票简称,截止日期,行业代码,所属省份,股权性质,wufei,zhaochenyv,yuanchun,lishouxi,csmar,净资产收益率(%),资产报酬率(%),EBITDA率(%),营业收入增长率(%),成本费用利润率(%),总资产周转率(%),应收账款周转率(%),存货周转率(%),营业周期,现金资产比率(%),技术人员占比(%),研发营收比(%),发明专利申请数,数字化软硬件投入比(%),管理层数字职务设立,数字化战略导向前瞻性,数字化战略导向持续性,数字化战略导向广度,数字化战略导向强度,数字发明专利,数字国家级奖项,数字创新论文,数字创新标准,数字创新资质,数字创新资质,两权分离率(%),数字人力计划投入,科技创新基地建设,员工人均营收比(%),提供岗位增长率(%),员工收入增长率(%),社会责任报告质量,供应链合作伙伴,数字化供应链覆盖度,客户集中度(%),供应商集中度(%),投入资本回报率(%),总资产增长率(%),资本积累率(%),营业利润增长率(%),股权集中度(%),独董比例(%),现金流动负债比率(%),董事会规模,资产负债率(%),权益乘数(%),速动比率(%),流动资产周转率(%),长期资本负债率(%)
000850,华茂股份,2023,17,安徽省,1,0.0,1.8613493418053044,3.4100246507806085,-1.5730121838923455e-05,36.3585,0.027594,0.031897,443903774.47,0.020403,0.04784,0.485031,9.691388,4.265595,123.230671,0.02046210268444487,8.83,3.29,3.4339872044851463,0.162237394738465,0.0,13.0,7.0,1.0,0.031451,0.0,0.0,0.0,0.0,0.0,0.0,16.616,0.0,1.0,0.870044899714495,-4.653327128897167,-3.2942137768805613,0.0,0.0,2.0,11.32,31.6,0.027917,0.013567,-0.015731,0.16990249999999998,49.85,0.4444444444444444,0.065956,2.302585092994046,0.395782,1.655032,0.941038,1.214949,0.124022
000852,石化机械,2023,35,湖北省,1,0.6931471805599453,2.83031000146688,3.435430463576159,0.1456048256352282,37.983,0.035077,0.019047,408361032.46,0.083347,0.014447,0.840413,3.641074,2.015747,281.319458,0.06832610977619163,22.8,4.47,0.0,0.127505317393975,0.0,8.0,7.0,1.0,0.02613,0.0,0.0,0.0,0.0,0.0,0.0,1.9257,0.0,0.0,1.7258552671496095,-3.067729083665338,-6.89033564959648,10.0,0.0,2.0,70.57,30.91,0.027521,0.01035,0.030725,0.491504,60.55,0.42857142857142855,0.101401,2.0794415416798357,0.686619,3.191007,0.702707,1.040765,0.039236
000852,石化机械,2022,35,湖北省,1,1.0986122886681098,3.2712382808205285,3.765690376569038,0.2701142225636072,38.4009,0.026739,0.016704,365741636.05,0.115147,0.009942,0.858226,3.952097,1.816304,293.313582,0.047994551066298796,21.8,4.01,0.0,0.05091194547698499,0.0,7.0,6.0,2.0,0.073253,0.0,0.0,0.0,0.0,0.0,0.0,1.9551,0.0,0.0,1.5442057671195217,-2.581020764603148,2.3318392856684245,10.0,0.0,0.0,74.06,35.79,0.021066,0.22374,0.521203,0.775321,60.07,0.375,0.070365,2.1972245773362196,0.692814,3.255356,0.645141,1.09198,0.033752
000852,石化机械,2020,35,湖北省,1,0.6931471805599453,1.9919173257793197,3.2571032571032568,0.1398028321593248,37.8294,0.015672,0.022962,374624217.01,-0.056919,0.007865,0.72847,4.040788,1.14617,409.900752,0.02743689782775192,17.79,6.21,0.0,0.081071991364325,0.0,5.0,4.0,1.0,0.040761,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1921242829067538,-1.3999243284146812,3.916773118557204,0.0,0.0,0.0,73.49,29.75,0.032408,-0.073331,0.006955,-0.311918,63.99,0.42857142857142855,0.036368,2.0794415416798357,0.7607,4.17885,0.431307,0.890202,0.025564
000852,石化机械,2021,35,湖北省,1,0.6931471805599453,2.863327259126716,4.221802142407057,0.1398041245833878,40.0947,0.030151,0.023616,384106591.88,0.118796,0.008736,0.851459,4.376244,1.511769,324.843859,0.033930971982569086,19.5,3.98,0.0,0.06774218279526001,0.0,6.0,5.0,2.0,0.078731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3490147122123035,-1.1320030698388384,-2.467504778845009,0.0,0.0,0.0,75.82,36.97,0.033907,-0.009873,0.022471,0.131631,61.5,0.42857142857142855,0.049084,2.0794415416798357,0.752883,4.046659,0.465485,1.076309,0.199539
000858,五粮液,2020,15,四川省,1,1.3862943611198906,2.0455317872126044,2.7170702894270526,0.3081859159481337,37.9999,0.255268,0.237804,26704384142.41,0.14372,0.930726,0.520414,651.576097,1.100938,333.005504,0.12905367013757854,10.51,0.23,0.0,0.030179129302824997,0.0,6.0,6.0,1.0,0.036408,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2147074976103083,-1.7686351905267905,0.9635424232637968,10.001441859489525,0.0,3.0,18.07,21.78,0.218836,0.070455,0.153256,0.14768,67.49,0.42857142857142855,0.567965,2.0794415416798357,0.229469,1.297806,3.444013,0.576142,0.002908
000858,五粮液,2021,15,四川省,1,0.6931471805599453,2.7018413983563696,2.4390243902439024,0.1122227994353464,35.8982,0.259132,0.246228,31241439340.26,0.155056,0.955614,0.530704,1252.900001,1.198001,304.965527,0.19742502227013214,9.96,0.27,0.0,0.074489191515295,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.483,0.0,0.0,2.5659440224822694,-0.3052314349741181,-8.088877970219322,10.000759310504819,0.0,3.0,9.15,29.18,0.220616,0.190772,0.155354,0.169839,67.52,0.5,0.796504,2.1972245773362196,0.252387,1.33759,3.216443,0.589853,0.006013
000858,五粮液,2022,15,四川省,1,0.0,0.34001880735168,1.543460601137287,-5.131812027546865e-06,34.1253,0.256522,0.243308,35654084741.33,0.117198,1.001471,0.513073,1481.149326,1.212068,301.38465,0.1599789136293539,10.11,0.32,0.0,0.05292850380704,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.483,0.0,0.0,2.9048319472408104,-1.3138007208464142,1.1867636260247894,9.000656171112093,0.0,0.0,13.25,22.22,0.219459,0.126042,0.150824,0.141986,67.76,0.36363636363636365,0.683214,2.4849066497880004,0.235934,1.308787,3.400112,0.569639,0.00232
000858,五粮液,2023,15,四川省,1,0.0,0.8298577253570218,1.282051282051282,-1.1623523473590708e-05,32.5537,0.253142,0.247856,40029823392.12,0.125775,1.006228,0.523321,2126.066282,1.208154,302.285482,0.2523225990556992,10.26,0.39,0.0,0.11988274377955,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.483,0.0,0.0,3.315234784504738,-1.3587810241910137,14.71164744282758,9.000625865924082,0.0,0.0,13.59,16.57,0.21759,0.083281,0.134253,0.129908,66.42,0.4,1.277187,2.3978952727983707,0.199982,1.249972,3.971297,0.584882,0.003017
000859,国风塑业,2020,29,安徽省,1,0.0,0.5190155454747294,2.5069637883008355,-1.8500143530447584e-06,29.4882,0.061157,0.047228,211300903.16,0.088838,0.086063,0.566937,8.876038,7.423386,90.538261,0.03836662957571676,13.03,3.53,0.0,0.019080685575115,0.0,3.0,2.0,1.0,0.051059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2870899270981755,-2.622673434856171,18.62773363981629,0.0,0.0,0.0,13.41,36.37,0.053477,0.407826,0.056169,0.700032,32.17,0.36363636363636365,0.103386,2.4849066497880004,0.428285,1.749123,1.435271,1.100392,0.090927
000859,国风新材,2021,29,安徽省,1,0.0,0.0818594175675088,2.681618722574354,-1.4654955961316828e-06,28.7945,0.125018,0.091209,376119662.7,0.289304,0.174301,0.605568,9.694009,8.70998,79.558073,0.09586047749566222,13.72,4.15,0.0,0.01511483445276,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.488719592782541,11.468288444830588,33.18554815782795,0.0,0.0,0.0,15.67,38.88,0.090425,0.064447,0.54318,1.416755,34.03,0.5,0.839198,2.1972245773362196,0.171158,1.206502,3.737868,1.132137,0.06427
000859,国风新材,2022,29,安徽省,1,0.0,0.0817563768791458,2.335456475583864,-7.994581987200115e-07,29.1096,0.08199,0.054386,273745958.94,0.288137,0.088643,0.709777,10.099516,11.017317,69.270009,0.030610021283788334,13.81,3.57,0.0,0.008245455228560001,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.2589,12.0,0.0,1.7700550453165467,8.339828526890102,13.528713113067049,0.0,0.0,0.0,16.92,30.33,0.064234,0.131487,0.078564,-0.309276,34.89,0.4444444444444444,0.184012,2.302585092994046,0.209925,1.265702,2.198315,1.572677,0.052272
000859,国风新材,2023,29,安徽省,1,0.0,0.2450594279560021,2.0741922616673314,-1.0428923066645385e-06,30.1004,-0.009927,-0.011574,76353077.43,-0.091581,-0.015409,0.576727,7.382365,9.999469,85.944088,0.02666961163046459,13.12,4.16,0.0,0.010756186923315,0.0,6.0,3.0,1.0,0.032342,0.0,0.0,0.0,0.0,0.0,0.0,2.2589,12.0,0.0,1.4513329026558444,10.79136690647482,5.631264198321251,0.0,0.0,0.0,11.07,25.32,-0.011152,0.106059,-0.016011,-1.181193,37.49,0.5,0.120341,2.1972245773362196,0.297121,1.422721,1.415043,1.468173,0.097002
000860,顺鑫农业,2023,15,北京市,1,0.0,1.2915058894226734,1.6314423433444567,0.0,32.0775,-0.043017,0.013792,590735810.62,-0.092974,0.006828,0.594709,355.296578,1.816444,201.969371,-0.048035980027871995,4.15,0.29,0.0,0.0,0.0,8.0,3.0,1.0,0.022041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.634308867025615,-9.88346033168983,-18.9279029487029,11.0,0.0,0.0,14.14,23.14,-0.010771,-0.241334,-0.03997,-0.163516,55.08,0.3333333333333333,-0.101189,2.302585092994046,0.557375,2.259247,1.08472,0.837639,0.157365
000860,顺鑫农业,2022,15,北京市,1,0.0,0.7297137156644384,2.1671826625387,0.0,28.9317,-0.092641,-0.010939,95267042.39,-0.214605,-0.03306,0.589101,465.144889,1.414905,258.752551,0.07156352527236758,3.72,0.29,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6172878786418647,-3.670120898100171,-21.9028892609646,11.0,0.0,2.0,14.83,27.35,-0.038262,0.044502,-0.090814,-1.663898,56.48,0.3333333333333333,0.140123,2.302585092994046,0.650214,2.858894,0.91103,0.794436,0.285105
000860,顺鑫农业,2021,15,北京市,1,0.0,0.6946888248842421,1.9642857142857144,0.0,30.9437,0.013526,0.03559,1027144107.07,-0.04139,0.039432,0.724172,396.846653,1.674916,218.841127,-0.01798009166111088,3.24,0.22,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.210142279078152,-4.337050805452291,-18.430731646342068,10.0,0.0,0.0,16.35,18.46,0.01868,-0.105239,0.002613,-0.212702,54.09,0.3333333333333333,-0.038606,2.302585092994046,0.598155,2.488522,0.964027,0.94547,0.247862
000860,顺鑫农业,2020,15,北京市,1,0.0,0.4497907397320898,0.9792626728110598,0.0,30.4412,0.055978,0.043207,1198007094.29,0.041024,0.047837,0.709986,277.353093,1.438331,255.781213,0.07131090573747798,2.6,0.1,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.203510846995043,0.35233160621761517,20.649107508423082,9.000107946409408,0.0,0.0,14.67,8.95,0.044683,-0.015811,0.041848,-0.396753,56.56,0.3333333333333333,0.137728,2.302585092994046,0.641382,2.788483,0.886403,0.891597,0.256341
000876,新希望,2020,13,四川省,2,0.6931471805599453,3.0398924499842144,0.9972229235041656,0.1303084661635594,36.6826,0.139196,0.081355,10333770655.0,0.338507,0.059044,1.264822,124.844581,7.867372,49.452898,0.05169947313041616,1.31,0.24,4.543294782270004,0.0,0.0,6.0,4.0,1.0,0.008806,0.0,0.0,0.0,0.0,0.0,0.0,14.4501,0.0,6.0,1.1440961778104652,35.96742209631727,59.16506334781311,9.000015246041084,4.0,0.0,3.33,10.75,0.073456,0.704258,0.573389,0.00918,68.37,0.375,0.177271,2.1972245773362196,0.530617,2.130454,0.419948,4.751018,0.337365
000876,新希望,2021,13,四川省,2,1.3862943611198906,4.857804594782848,1.3252525252525251,0.3187640541121089,43.9038,-0.19423,-0.065848,-2513701158.98,0.14966,-0.068882,1.04272,130.139448,7.869187,49.188129,0.003777950087749561,1.49,0.23,0.0,0.0,0.0,7.0,5.0,3.0,0.018138,0.0,0.0,0.0,0.0,0.0,0.0,14.455,24.0,6.0,1.5749638581689702,-16.485577073328262,-15.730681258743973,9.0000284633809,3.0,4.0,2.78,17.87,-0.071613,0.212811,-0.095215,-2.033396,67.16,0.375,0.013533,2.1972245773362196,0.649829,2.855749,0.509898,3.953465,0.51421
000876,新希望,2022,13,四川省,2,1.6094379124341005,4.842563735001134,1.463963963963964,0.4373318151910632,48.2388,-0.042114,0.000976,4937294383.04,0.120749,-0.012486,1.050489,119.874505,7.811166,49.77283,0.06759097510993096,1.41,0.21,0.0,0.0,0.0,8.0,6.0,3.0,0.037345,0.0,0.0,0.0,0.0,0.0,0.0,18.7874,86.0,6.0,1.8299675170193204,-3.542560622692348,-1.9196417972462188,9.000009204752226,1.0,2.0,3.54,14.96,-6.9e-05,0.029718,-0.059477,-0.1210861428571429,66.29,0.375,0.185626,2.1972245773362196,0.680161,3.126574,0.35461,4.021849,0.497011
000876,新希望,2023,13,四川省,2,1.6094379124341005,3.7482003007438824,1.436562420544114,0.4215428426113519,48.4635,-0.023992,0.009716,5473559369.53,0.001382,-0.004651,1.064275,110.914279,8.828839,44.632619,0.10727529389554781,1.66,0.15,0.0,0.0,0.0,9.0,7.0,3.0,0.026961,0.0,0.0,0.0,0.0,0.0,0.0,16.4662,45.0,6.0,2.8050606514899936,-34.6717877094972,-31.274855306012128,9.000006509764662,0.0,2.0,5.53,16.65,0.009554,-0.051714,-0.17808,-0.1210861428571429,65.34,0.375,0.252294,2.1972245773362196,0.722782,3.607271,0.323467,4.249518,0.517714
000877,天山股份,2020,30,新疆维吾尔自治区,1,1.0986122886681098,2.2380051634113345,3.3674963396778916,0.1778787372951643,26.2313,0.16013,0.146785,3066528193.47,-0.1028,0.331241,0.574479,18.817497,14.589302,44.536858,0.17125770423592807,10.61,2.9,0.0,0.016899997330675,0.0,0.0,1.0,1.0,0.053319,0.0,0.0,0.0,0.0,0.0,0.0,23.2945,0.0,0.0,1.3647780944167058,-8.015597920277296,12.411470336800189,0.0,0.0,1.0,20.21,18.47,0.140852,-0.019315,0.116525,-0.098193,53.89,0.42857142857142855,0.989388,2.0794415416798357,0.244517,1.323657,1.182632,2.674778,0.086374
000877,天山股份,2021,30,新疆维吾尔自治区,1,1.6094379124341005,3.8430494241666895,3.225806451612903,0.2605872662449259,37.2476,0.161412,0.093629,35296041822.44,18.555134,0.140801,0.625075,5.749583,13.1979,91.13878,0.09971631342500903,9.91,1.63,0.0,0.028613258103679998,0.0,1.0,2.0,4.0,0.110677,0.0,0.0,0.0,0.0,1.0,0.0,9.9424,0.0,0.0,2.3998438330337857,1012.0898100172711,466.7531152989356,10.000134512386566,0.0,3.0,16.9,21.91,0.100786,18.025362,7.067478,8.442216,92.55,0.3333333333333333,0.202868,2.302585092994046,0.679647,3.121552,0.450302,2.424899,0.369962
000877,天山股份,2022,30,新疆维吾尔自治区,1,2.0794415416798357,5.872874505702786,3.7315436241610738,0.4966417407767775,28.3552,0.053769,0.037933,21503695567.64,-0.220016,0.049652,0.461925,4.103724,10.197225,124.737655,0.05280658451741077,13.54,2.83,0.0,0.027735994420265,0.0,2.0,3.0,3.0,0.06443,0.0,0.0,0.0,0.0,0.0,0.0,11.3704,6.0,0.0,1.950975935374507,-4.056248146945462,-19.244417626759592,9.0,0.0,4.0,7.18,27.87,0.045948,0.013249,0.065505,-0.676458,90.66,0.3333333333333333,0.113678,2.302585092994046,0.663125,2.968462,0.418633,1.878046,0.370881
000877,天山股份,2023,30,新疆维吾尔自治区,1,1.6094379124341005,5.776609802287299,4.621987454605481,0.3844077835489103,29.2815,0.020321,0.023543,17579973997.47,-0.190077,0.028929,0.368018,3.616233,8.519905,143.774615,0.05751550615333572,15.38,2.95,0.0,0.06832608888325,0.0,3.0,4.0,2.0,0.04462,0.0,0.0,0.0,0.0,1.0,0.0,11.4481,0.0,0.0,1.741428421106192,-9.261875331096592,-54.54108389169085,10.0,0.0,2.0,5.26,33.56,0.025775,0.020378,0.033301,-0.609912,90.14,0.3333333333333333,0.145282,2.302585092994046,0.658859,2.931336,0.484519,1.604755,0.4353
000878,云南铜业,2023,32,云南省,1,0.0,0.3507514248302942,0.9990253411306044,-2.3344082604397083e-06,29.4029,0.138841,0.083333,4653483912.05,0.089458,0.019221,3.703227,1221.358273,13.346885,27.646053,0.1636406641544703,17.07,1.64,4.882801922586371,0.024076629431599997,0.0,4.0,5.0,1.0,0.02136,0.0,0.0,1.0,0.0,0.0,0.0,8.4928,0.0,0.0,16.80591741255431,-3.2629133945360045,-31.582857119964046,10.000029286780133,0.0,1.0,32.14,22.73,0.084423,-0.015528,0.06877,-0.171211,46.989,0.5,0.571083,2.1972245773362196,0.564344,2.295391,1.010773,6.547348,0.389372
000878,云南铜业,2022,32,云南省,1,0.0,0.3267491332276568,1.019516457908535,-1.4113966303658983e-06,27.1202,0.181204,0.100803,5382009625.18,0.061842,0.024728,3.410168,1245.031678,12.126541,30.392432,0.15190029162616087,15.82,1.65,0.0,0.014556868319135,0.0,3.0,4.0,1.0,0.023306,0.0,0.0,0.0,0.0,0.0,0.0,8.6177,0.0,0.0,14.922607952687756,-5.9013322231473815,-12.024798816195936,10.000034569936158,0.0,0.0,34.84,32.24,0.096198,0.022434,0.210075,0.95987,50.4,0.36363636363636365,0.417049,2.4849066497880004,0.598706,2.49194,0.849534,6.210804,0.36881
000878,云南铜业,2020,32,云南省,1,0.6931471805599453,0.9219931199241418,1.0463800904977374,0.1122298642641086,28.8886,0.068056,0.049758,3557951054.89,0.394194,0.012402,2.154431,1052.1542,6.633969,55.51845,0.12259306280969878,12.29,0.96,3.58351893845611,0.0016239318313429492,0.0,1.0,2.0,2.0,0.056897,0.0,0.0,0.0,0.0,0.0,0.0,24.249,0.0,0.0,7.887593969122196,-9.380315917375459,15.244946029136287,3.0000000424118047,0.0,5.0,26.06,32.06,0.053426,-0.059631,-0.028893,-0.109801,51.83,0.36363636363636365,0.294251,2.4849066497880004,0.704395,3.382898,0.437626,4.53483,0.493283
000878,云南铜业,2021,32,云南省,1,1.3862943611198906,0.5691911004099696,1.1908306043465318,0.3706068433382359,33.9486,0.103484,0.065374,4126601275.4,0.439935,0.013219,3.21822,1479.795167,10.674102,34.44157,0.12949792378435998,14.42,1.21,3.912023005428146,0.01683366339711,0.0,2.0,3.0,3.0,0.092753,0.0,0.0,2.0,0.0,0.0,0.0,10.159,0.0,0.0,13.224162632793506,-14.114597300438003,33.73251661269157,10.000030721315603,0.0,1.0,39.12,44.32,0.064339,-0.017921,0.126473,0.575354,48.08,0.36363636363636365,0.400249,2.4849066497880004,0.660933,2.94927,0.78164,6.353525,0.49876
000880,潍柴重机,2020,34,山东省,1,0.0,0.1871248852873853,1.28,0.0,27.0279,0.07252,0.01974,243502112.11,0.244365,0.032279,0.760316,22.576199,6.02678,76.94071,0.05646651187856188,11.83,6.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,3.059,0.0,0.0,1.1388885042203098,3.123890663826767,20.581187611300034,0.0,0.0,1.0,36.75,32.85,0.033971,0.045533,0.073336,0.481369,61.62,0.375,0.097234,2.1972245773362196,0.647958,2.840567,0.705258,1.504951,0.160346
000880,潍柴重机,2021,34,山东省,1,0.0,0.4558824656254882,2.2274325908558033,0.0,31.5483,0.083996,0.024827,267799783.02,0.030892,0.040633,0.745538,16.518646,6.027646,82.650561,0.03844383421779215,14.43,7.12,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,3.059,0.0,0.0,1.3002965626305758,-9.707401032702235,-8.045876231808158,9.0,0.0,2.0,33.37,36.81,0.038459,0.05687,0.07977,0.311086,65.14,0.3333333333333333,0.066284,2.302585092994046,0.640329,2.780322,0.788874,1.378042,0.143672
000880,潍柴重机,2022,34,山东省,1,0.0,1.0085255054954072,2.902902902902903,0.0,31.9412,0.080097,0.025796,275291035.72,0.012853,0.04494,0.705415,12.019485,6.285071,88.441483,0.056539416356289,14.25,5.85,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,3.059,0.0,0.0,1.4393816009083333,-8.501715592832637,-11.425830396305548,9.0,0.0,0.0,34.84,41.11,0.038041,0.083323,0.078528,0.059443,63.0,0.3333333333333333,0.097862,2.302585092994046,0.641921,2.792683,0.916582,1.190884,0.151984
000880,潍柴重机,2023,34,山东省,1,0.0,1.063808435464165,3.710094909404659,0.0,24.6639,0.088414,0.022754,256535008.5,0.088995,0.041526,0.714774,12.210974,6.392451,86.989745,0.0848893677805749,16.6,6.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,3.059,0.0,0.0,2.0301946224608742,-22.791666666666664,-6.595202110158138,9.0,0.0,0.0,36.15,43.76,0.041407,0.066689,0.064981,0.100797,60.57,0.375,0.145363,2.1972245773362196,0.642495,2.797163,0.944427,1.118344,0.140651
000881,中广核技,2020,26,辽宁省,1,1.3862943611198906,0.9634464052223448,1.1976047904191618,0.3881556761038311,37.4158,0.046567,0.039962,733446337.32,-0.052686,0.052284,0.560187,3.192349,3.935315,207.65311,0.044429681198110034,16.0,3.97,0.0,0.0,0.0,3.0,3.0,4.0,0.119065,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4884044730476618,0.948723740682178,1.818398076260186,10.000098216205206,0.0,1.0,7.32,9.21,0.039848,0.077995,0.041105,3.344936,59.93,0.3333333333333333,0.120984,2.302585092994046,0.479222,1.920204,1.396521,0.867713,0.176981
000881,中广核技,2021,26,辽宁省,1,0.6931471805599453,1.190669850990774,1.2886070771118838,0.1398106926917498,32.703,0.055583,0.039115,773632279.39,0.202532,0.043332,0.623888,3.823671,3.813002,191.183105,0.03570872424160519,12.16,3.98,0.0,0.0,0.0,4.0,4.0,2.0,0.025815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7499141725902427,2.2823897963750284,4.225804476702155,10.000091272905198,0.0,3.0,11.87,8.21,0.0465,0.081375,0.040379,0.121471,53.33,0.3333333333333333,0.095087,2.302585092994046,0.498965,1.995869,1.299003,0.98813,0.197655
000881,中广核技,2022,26,辽宁省,1,1.0986122886681098,0.7297137156644384,0.9722503544662752,0.2425384878799349,32.8527,0.057858,0.042328,963535831.71,-0.131763,0.061061,0.54912,3.322153,3.697301,208.589171,0.04707693206126313,13.75,4.95,0.0,0.0,0.0,5.0,5.0,3.0,0.043727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5230059593179823,-0.24064756070881765,-15.258859307900208,11.0,0.0,2.0,10.83,13.72,0.047809,-0.10132,0.01001,0.246709,52.4,0.3333333333333333,0.132018,2.302585092994046,0.436896,1.775871,1.394834,0.893842,0.124806
000881,中广核技,2023,26,辽宁省,1,1.0986122886681098,0.3513996877563355,0.8199708454810495,0.1778738512065658,30.4383,-0.11651,-0.04936,-170317532.68,-0.085298,-0.098431,0.54629,3.156287,4.843556,191.000066,0.03290421193201501,16.31,5.17,0.0,0.06729415783435,0.0,6.0,6.0,1.0,0.008134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3964649251593757,-0.24122807017543657,10.96893674996473,9.0,0.0,1.0,9.55,18.39,-0.066355,-0.05755,-0.105599,-2.539481,52.15,0.42857142857142855,0.089666,2.0794415416798357,0.465604,1.871273,1.282569,0.936133,0.155822
000887,中鼎股份,2021,29,安徽省,2,2.0794415416798357,2.744835445224465,2.274183215887252,0.4606672468413162,37.457,0.105347,0.069515,2003811715.55,0.089092,0.099222,0.675839,4.434792,4.344785,166.312507,0.04817999461977093,14.82,4.63,0.0,0.200554505708105,0.0,6.0,6.0,1.0,0.028112,0.0,0.0,0.0,0.0,0.0,0.0,20.1833,0.0,0.0,0.6099213975820765,4.415413438655125,-13.548492535137758,0.0,0.0,3.0,16.62,8.93,0.069231,-0.033099,0.035462,0.893677,51.55,0.42857142857142855,0.144665,2.0794415416798357,0.491427,1.966285,1.212788,1.246306,0.237469
000887,中鼎股份,2023,29,安徽省,2,2.302585092994046,3.1842135433878465,2.443609022556391,0.6822472050028853,37.7552,0.0954,0.070095,2229041431.23,0.161094,0.085581,0.78625,4.47156,3.964892,173.684987,0.06324326282208668,14.65,4.54,0.0,0.3526517072412,0.0,8.0,8.0,2.0,0.039591,0.0,0.0,1.0,0.0,0.0,0.0,18.7168,6.0,0.0,0.7438402392386663,8.11453621228373,25.703584931575673,10.0,0.0,3.0,21.24,9.28,0.068708,0.081417,0.079794,0.22905,49.69,0.42857142857142855,0.192041,2.0794415416798357,0.470488,1.888531,1.289786,1.379768,0.210483
000887,中鼎股份,2020,29,安徽省,2,1.9459101490553132,2.2069018758488252,2.18978102189781,0.3150527631397369,35.9099,0.055349,0.046841,1613030999.64,-0.013478,0.056934,0.623422,3.962135,4.147308,180.624457,0.07598636349773252,14.79,4.38,0.0,0.17266059241249498,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.1833,0.0,0.0,0.5847548761010685,-0.6189613526570104,8.860561891633555,0.0,0.0,1.0,17.68,8.53,0.045594,0.044005,0.003435,-0.189674,51.11,0.42857142857142855,0.263657,2.0794415416798357,0.525101,2.105711,1.523188,1.179215,0.332818
000887,中鼎股份,2022,29,安徽省,2,2.0794415416798357,2.7449319385462334,2.2144890857323634,0.4606666231249774,35.7529,0.092326,0.061262,1907360794.87,0.180859,0.079933,0.750217,4.690054,4.041587,168.135323,0.043054864177030715,14.68,4.43,0.0,0.20698739382599501,0.0,7.0,7.0,1.0,0.026649,0.0,0.0,0.0,0.0,0.0,0.0,18.7168,12.0,0.0,0.692621899941706,3.9862276320256074,19.592441105826296,10.0,0.0,3.0,19.81,9.58,0.059902,0.15455,0.203892,-0.035488,50.21,0.42857142857142855,0.130115,2.0794415416798357,0.469692,1.885696,1.211603,1.367987,0.207434
000890,*ST 胜尔,2020,33,江苏省,2,0.0,0.0,0.40551500405515,0.0,33.9439,-0.34296899999999997,0.005187,36140652.08,-0.534621,0.045802,0.163464,3.755843,12.23742,127.356428,2.2216119916934036,6.755714285714285,1.2457142857142858,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2745,0.0,0.0,1.3421235329597703,-15.94202898550725,-7.249761658310372,0.0,0.0,0.0,77.48,59.73,0.005671,-0.806515,1.296326125,1.4137884285714288,47.86,0.36363636363636365,2.262207,2.4849066497880004,0.982055,55.72646,0.511811,0.19732,0.0
000890,法尔胜,2021,33,江苏省,2,0.6931471805599453,0.3556674508909418,1.1651816312542838,0.1303071507368441,36.2101,0.577585,0.094759,179580637.01,0.429087,0.118108,0.46215,3.124326,5.009843,189.681772,-0.08340534047764926,9.34,0.55,0.0,0.013567053418270001,0.0,11.0,3.0,1.0,0.04187,0.0,0.0,0.0,0.0,0.0,0.0,13.2745,0.0,0.0,1.0237240683588957,87.35632183908046,175.81201883527893,0.0,0.0,0.0,63.2,47.33,0.091218,1.11794,12.440869,2.097356,52.06,0.36363636363636365,-0.116775,2.4849066497880004,0.886119,8.781078,0.477761,0.985814,0.601482
