股票代码,截止日期,股票简称,行业代码,所属省份,股权性质,净资产收益率(%),资产报酬率(%),EBITDA率(%),营业收入增长率(%),成本费用利润率(%),总资产周转率(%),应收账款周转率(%),存货周转率(%),营业周期,现金资产比率(%),技术人员占比(%),研发营收比(%),发明专利申请数,数字化软硬件投入比(%),管理层数字职务设立,数字化战略导向前瞻性,数字化战略导向持续性,数字化战略导向广度,数字化战略导向强度,数字发明专利,数字国家级奖项,数字创新论文,数字创新标准,数字创新资质,两权分离率(%),数字人力计划投入,数字资本计划投入,科技创新基地建设,员工人均营收比(%),提供岗位增长率(%),员工收入增长率(%),社会责任报告质量,供应链合作伙伴,数字化供应链覆盖度,客户集中度(%),供应商集中度(%),行业名称,score
002347,2019,泰尔股份,34,安徽省,民营,0.020109,0.017492,0.7872314779,0.096652,0.03963,0.370806,1.66485,70.064486,551.950331,0.0430062761214818,21.47,5.56,2.6390573296152584,0.21527624014319,0.0,4.0,5.0,4.0,0.172117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8367894567893661,-0.6097560975609762,0.0527554615673258,0.0,0.0,4.0,19.78,21.05,通用设备制造业,0.06251119974823174
002347,2020,泰尔股份,34,安徽省,民营,0.027721,0.01944,0.8317840201000001,-0.007825,0.046672,0.381936,1.579593,69.962967,537.070167,0.0317007171919643,21.98,5.58,2.9444389791664403,0.20618591872239,0.0,5.0,6.0,4.0,0.223021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7898603758171207,5.112474437627812,0.20320987159067386,0.0,0.0,4.0,19.4,23.84,通用设备制造业,0.0703250142541602
002347,2021,泰尔股份,34,安徽省,民营,0.020632,0.015591,0.7620246008,0.304689,0.033159,0.45469,1.903082,69.586689,423.563141,0.0250272757782401,26.55,5.3,0.0,0.147128484395075,0.0,6.0,7.0,4.0,0.214174,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.8872501641206031,16.147859922179,0.2974309741573613,0.0,0.0,3.0,23.38,25.21,通用设备制造业,0.05158530957084541
002347,2022,泰尔股份,34,安徽省,民营,-0.027201,-0.013816,-0.0133476429,0.022134,-0.03131,0.421126,1.707686,69.541341,439.02147,0.0427116750692181,23.35,5.39,0.0,0.2357609350525649,0.0,7.0,8.0,4.0,0.329732,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.8512773524528301,6.5326633165829096,0.03161972525745149,0.0,0.0,1.0,17.84,23.57,通用设备制造业,0.05433415274303958
002347,2023,泰尔股份,34,安徽省,民营,-0.031189,-0.012723,0.16085020349999998,0.022456,-0.028619,0.440869,1.614951,69.260675,418.031601,0.0323359517769538,22.52,5.31,0.0,0.97473628461864,0.0,8.0,9.0,4.0,0.173982,0.0,0.0,0.0,0.0,0.0,0.0,293.0,0.0,0.0,0.8146734493303901,6.839622641509435,0.015266414956249363,0.0,0.0,1.0,18.72,15.18,通用设备制造业,0.06542749099074949
002348,2018,高乐股份,24,广东省,其他,0.021886,0.022041,0.9892330134999999,0.255758,0.039181,0.462409,2.371409,65.39320000000001,217.193446,0.0113137383732781,16.67,3.62,0.6931471805599453,0.37831145158956,0.0,8.0,6.0,4.0,0.251623,0.0,0.0,0.0,0.0,0.0,9.5158,0.0,0.0,0.0,0.6046964099563,7.855459544383336,0.2699694769777181,0.0,0.0,32.0,49.04,31.75,文教、工美、体育和娱乐用品制造业,0.08830065355553601
002348,2019,高乐股份,24,广东省,其他,-0.289871,-0.208268,-2.7696336700999997,-0.141906,-0.490486,0.431784,2.031751,67.257879,273.150137,0.0059705721661039,19.46,4.08,0.0,0.4718349646093849,0.0,9.0,7.0,5.0,0.331813,0.0,0.0,0.0,0.0,0.0,9.8382,0.0,0.0,0.0,0.6162900073356401,-15.804806991988352,0.1919628478671451,0.0,0.0,28.0,46.16,43.47,文教、工美、体育和娱乐用品制造业,0.08883408940833082
002348,2020,高乐股份,24,广东省,其他,-0.27055,-0.166787,-1.5765116097999998,-0.287429,-0.425206,0.390357,1.626318,68.036855,342.180307,0.0379775338491691,22.46,5.73,1.791759469228055,0.4981732766183099,0.0,10.0,8.0,5.0,0.321317,0.0,0.0,0.0,0.0,1.0,9.2158,0.0,0.0,0.0,0.5536075983860415,-20.674740484429066,-0.08631438528467728,0.0,0.0,19.0,57.8,35.67,文教、工美、体育和娱乐用品制造业,0.10155387165485347
002348,2021,高乐股份,24,广东省,其他,-0.158298,-0.093455,-0.40840703,-0.133893,-0.229349,0.420726,1.684373,67.34196700000001,312.25844,0.04172897173861,20.0,5.6,0.0,0.523256836266205,0.0,11.0,9.0,5.0,0.187175,0.0,0.0,0.0,0.0,0.0,6.343,0.0,0.0,0.0,0.5362029355731708,-10.577971646673934,-0.49803980120675684,0.0,0.0,36.0,52.63,39.91,文教、工美、体育和娱乐用品制造业,0.10057992740578997
002348,2022,高乐股份,24,广东省,其他,-0.136049,-0.097618,-0.41373660799999995,-0.277511,-0.240908,0.366846,1.679518,67.77715900000001,325.172857,0.0307460772627521,18.0,4.99,0.6931471805599453,0.45474335803159,0.0,12.0,10.0,5.0,0.191146,0.0,0.0,0.0,0.0,0.0,4.4542,0.0,0.0,0.0,0.432791219359673,-10.48780487804878,-0.1578764637801109,0.0,0.0,36.0,45.0,20.79,文教、工美、体育和娱乐用品制造业,0.10096322470561513
002348,2023,高乐股份,24,广东省,民营,-0.114154,-0.074537,-0.18789825989999998,-0.161385,-0.20893,0.343142,1.772696,67.65207500000001,309.905732,0.0091595302374141,18.08,5.56,0.6931471805599453,0.66429931513783,0.0,13.0,11.0,5.0,0.203612,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4338792137296416,-16.34877384196185,0.4571278921974971,0.0,0.0,32.0,48.35,17.37,文教、工美、体育和娱乐用品制造业,0.10508119210957967
002349,2018,精华制药,27,江苏省,国企,0.097376,0.087804,3.7187535104,0.208566,0.273994,0.407965,3.614151,69.527637,324.384338,0.0245404107045363,18.46,3.07,0.0,0.028861162134265,0.0,0.0,1.0,1.0,0.046328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8995390979614873,-4.076433121019107,0.32348540052102126,0.0,0.0,0.0,22.59,16.11,医药制造业,0.015385596213955695
002349,2019,精华制药,27,江苏省,国企,-0.216577,-0.151011,-3.9514723054000003,-0.145653,-0.477312,0.365047,3.168862,69.56726300000001,344.128215,0.0970245759710659,16.62,4.32,0.0,0.044528260844945,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7695408433111701,-0.1328021248339972,0.111118986584003,0.0,0.0,0.0,12.56,9.86,医药制造业,0.007358992448986669
002349,2020,精华制药,27,江苏省,国企,0.012051,0.026393,1.6680849086000002,0.107106,0.060493,0.420297,5.0201,69.136452,253.640425,0.1039973256270198,18.9,4.28,0.0,0.0126944516301349,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.429,0.0,0.0,0.0,0.7218891969577464,18.018617021276604,0.12981602770975886,0.0,0.0,0.0,14.3,12.95,医药制造业,0.015148625550650326
002349,2021,精华制药,27,江苏省,国企,0.05536,0.056479,2.8390645773000003,0.059714,0.152329,0.427397,6.046702,68.86106500000001,219.026852,0.0955477357417183,14.5,5.04,0.0,0.034165105499705,0.0,3.0,2.0,1.0,0.026077,0.0,0.0,0.0,0.0,0.0,3.429,0.0,0.0,0.0,0.7399825687356949,3.380281690140841,0.1182185198262462,0.0,0.0,2.0,14.24,16.69,医药制造业,0.021313214822433986
002349,2022,精华制药,27,江苏省,国企,0.081758,0.075377,3.4607488355,0.158478,0.187672,0.504204,7.269983,68.504762,187.591263,0.1178263913804988,14.5,4.36,0.0,0.01420490881208,0.0,4.0,3.0,1.0,0.031764,0.0,0.0,0.0,0.0,0.0,3.439,12.0,0.0,0.0,1.0916445622484383,-21.47138964577656,0.10776217507177697,0.0,0.0,2.0,13.66,19.55,医药制造业,0.02482928896619665
002349,2023,精华制药,27,江苏省,国企,0.101868,0.098459,3.9075393272000003,-0.038974,0.278178,0.485553,6.461376,68.56998800000001,197.332141,0.0914626944488502,14.8,4.27,0.0,0.0162745502431,0.0,5.0,4.0,3.0,0.108946,0.0,0.0,0.0,0.0,0.0,3.439,9.0,0.0,0.0,1.0125595090221031,3.608605135322685,0.06507303661855723,0.0,0.0,0.0,15.94,14.99,医药制造业,0.033124770307976587
002350,2018,北京科锐,38,北京市,民营,0.068381,0.041586,1.8088789352,0.151359,0.050537,0.7862,2.251094,67.56087600000001,263.513774,-0.0064168403223248,12.07,4.95,0.0,0.0859663281456,0.0,8.0,9.0,4.0,0.070469,0.0,0.0,0.0,0.0,0.0,17.0008,0.0,0.0,0.0,1.2315705044905845,8.089770354906056,0.44384852862133356,0.0,0.0,10.0,29.65,17.79,电气机械和器材制造业,0.06112830611015452
002350,2019,北京科锐,38,北京市,民营,0.049243,0.034093,1.7816565897,-0.050808,0.049336,0.672683,2.123639,67.834418,281.579441,0.0610226012150693,13.33,4.92,0.0,0.1915315137566,0.0,9.0,10.0,4.0,0.133292,0.0,0.0,1.0,0.0,0.0,12.5663,0.0,0.0,0.0,1.0544394200174216,10.864316755190728,-0.019645249541178855,0.0,0.0,5.0,15.05,14.12,电气机械和器材制造业,0.060494338947404934
002350,2020,北京科锐,38,北京市,民营,0.032447,0.02523,1.4293175448,-0.098347,0.035896,0.651701,2.132434,67.447702,270.185381,0.0335704690774133,12.7,5.0,0.0,0.5019345536989099,0.0,10.0,11.0,3.0,0.057477,0.0,0.0,0.0,0.0,1.0,13.2839,0.0,0.0,0.0,0.9953923191609668,-4.486062717770034,0.03187212706211495,0.0,0.0,7.0,13.86,14.06,电气机械和器材制造业,0.0655592116040085
002350,2021,北京科锐,38,北京市,民营,0.057088,0.039695,2.0134542462000002,0.068847,0.05596,0.689261,2.414199,66.71119,233.205012,0.0349792520412728,14.25,4.46,0.0,0.46020221244358,0.0,11.0,12.0,3.0,0.068013,0.0,0.0,0.0,0.0,0.0,10.0307,0.0,0.0,0.0,1.324918347342419,-19.699042407660738,-0.34013183437581257,0.0,0.0,2.0,10.0,15.49,电气机械和器材制造业,0.06128672942938061
002350,2022,北京科锐,38,北京市,民营,0.007659,0.009621,1.0560862239,-0.067075,0.010447,0.639551,2.492905,66.72738000000001,228.731135,0.0494539965100029,16.4,6.11,0.0,0.46241201190513,0.0,12.0,13.0,3.0,0.048942,0.0,0.0,0.0,0.0,0.0,10.0307,35.0,0.0,0.0,1.3362088680417434,-7.495741056218053,0.5024023892620377,10.0,0.0,1.0,19.19,14.48,电气机械和器材制造业,0.09017336041929769
002350,2023,北京科锐,38,北京市,民营,-0.099075,-0.065097,-1.2913352754,-0.102761,-0.098291,0.638748,2.814005,66.868205,214.724003,-0.0203988929562149,17.1,4.32,0.0,1.06288258397429,0.0,13.0,14.0,2.0,0.037166,0.0,0.0,0.0,0.0,1.0,9.1904,274.0,0.0,0.0,1.3020035559266667,-7.918968692449358,-0.2445412880072927,9.0,0.0,3.0,20.79,12.6,电气机械和器材制造业,0.09889661373438507
002353,2018,杰瑞股份,35,山东省,民营,0.07563,0.064799,10.1490828245,0.442316,0.194722,0.413862,2.055541,69.52213300000001,400.211255,0.0037519728974416,25.41,3.14,0.0,0.088275449247205,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0374116919115324,14.911825726141071,0.5946560209353502,10.000028836905614,0.0,0.0,23.07,22.19,专用设备制造业,0.045011608908984
002353,2019,杰瑞股份,35,山东省,民营,0.148867,0.11348,19.3495953093,0.506585,0.303842,0.487083,2.532732,69.810951,414.367016,0.014114379045365,23.31,3.94,0.0,0.05598224660638,0.0,4.0,2.0,3.0,0.083271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38786111754509,12.615662378695555,0.4372266218992264,9.000016521338791,0.0,3.0,22.31,21.84,专用设备制造业,0.05796290824243424
002353,2020,杰瑞股份,35,山东省,民营,0.160837,0.12131,24.774261804600002,0.197754,0.314984,0.469574,2.662133,70.017588,457.429192,0.0167267314362041,23.34,3.66,0.0,0.04738769181673,0.0,5.0,3.0,3.0,0.062395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6461514397439967,0.9819639278557224,0.04949363850068167,9.000175279656489,0.0,4.0,20.33,19.02,专用设备制造业,0.060531605445261844
002353,2021,杰瑞股份,35,山东省,民营,0.133254,0.099409,23.1985473596,0.058013,0.272157,0.457821,2.32687,69.889908,443.897388,0.0414006456461158,23.14,3.6,0.0,0.0630302812786,0.0,6.0,4.0,3.0,0.055475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.628534468049731,6.945822583845995,-0.06020121071124384,9.00000321162012,0.0,2.0,20.33,18.15,专用设备制造业,0.06172209993837857
002353,2022,杰瑞股份,35,山东省,民营,0.147913,0.095984,29.0392886817,0.299999,0.301847,0.46802,2.26982,69.49113000000001,379.315847,0.0344855193954571,21.6,3.22,0.0,0.0,0.0,7.0,5.0,3.0,0.058592,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.9512591321087736,8.498793839302277,0.18047558845204278,10.0,0.0,0.0,15.81,16.91,专用设备制造业,0.06321016568403291
002353,2023,杰瑞股份,35,山东省,民营,0.130312,0.095742,35.495678114099995,0.219395,0.269043,0.456116,2.286233,69.316055,357.432007,0.0330046464112578,20.84,3.67,0.0,0.0,0.0,8.0,6.0,2.0,0.023049,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,2.277311125896219,4.480930391653848,0.2512624634440479,10.00003110994459,0.0,0.0,29.99,12.46,专用设备制造业,0.06432548597628693
002355,2018,兴民智通,36,山东省,民营,-0.097714,-0.044011,-0.8191761803000001,0.011543,-0.135112,0.411344,3.606625,69.847215,378.913217,0.0012086917513892,15.87,3.11,0.0,0.1203481526793699,0.0,3.0,4.0,3.0,0.206815,0.0,0.0,0.0,0.0,0.0,14.0486,0.0,0.0,0.0,0.7125534625226244,-3.4583181652712014,0.32439130038054387,0.0,0.0,0.0,50.0,63.71,汽车制造业,0.048994876090401554
002355,2019,兴民智通,36,山东省,民营,0.010559,0.016397,1.9649518021,-0.030469,0.011596,0.375782,3.41633,69.934174,404.226298,0.0143344560440014,11.55,2.72,0.0,0.224918323928135,0.0,4.0,5.0,4.0,0.166528,0.0,0.0,0.0,0.0,0.0,14.0486,0.0,0.0,0.0,0.6510711424484719,6.108597285067874,-0.11194975309654608,0.0,0.0,0.0,46.23,69.62,汽车制造业,0.05620649127454654
002355,2020,兴民智通,36,山东省,民营,-0.143997,-0.083522,-2.3052937391999997,-0.200281,-0.263108,0.320653,2.969516,69.95944800000001,427.723391,0.021802456484795,83.3,2.97,0.0,0.0,0.0,5.0,6.0,3.0,0.141921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6122761219348098,-14.960909737029136,0.22231930333870076,0.0,0.0,1.0,55.68,68.88,汽车制造业,0.06288720216490673
002355,2021,兴民智通,36,山东省,民营,-0.249808,-0.150822,-4.3716999007999995,-0.031869,-0.379306,0.374442,3.836242,69.59039700000001,327.461177,0.0350147164803973,11.12,3.01,0.0,0.0,0.0,6.0,7.0,6.0,0.235426,0.0,0.0,0.0,0.0,0.0,1.9349,0.0,0.0,0.0,0.6800017200383509,-12.829084830756376,0.04489705488040774,0.0,0.0,6.0,54.89,68.77,汽车制造业,0.06429234698265075
002355,2022,兴民智通,36,山东省,民营,-0.321386,-0.147202,-3.0733872282999997,-0.421767,-0.437572,0.279713,4.421389,69.636076,321.825802,0.0167225912164552,5.83,2.21,0.0,0.446513566700485,0.0,7.0,8.0,1.0,0.050046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4305588227086614,-8.676893576222433,0.19378062044012664,0.0,0.0,3.0,53.13,80.89,汽车制造业,0.054064183592281184
002355,2023,兴民智通,36,山东省,民营,-0.279761,-0.094411,-1.2565040523,-0.013803,-0.289814,0.334645,7.516707,69.46402900000001,263.580083,0.0293108337115309,5.43,1.71,0.0,0.85618287365172,0.0,8.0,9.0,2.0,0.086677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5225406920478036,-18.740157480314956,-0.04080813304117791,0.0,0.0,1.0,63.52,73.02,汽车制造业,0.06725042853023483
002360,2018,同德化工,26,山西省,民营,0.130606,0.138338,2.4223837263,0.263302,0.29029,0.639649,11.678054,61.98158000000001,71.015759,0.1552213571669894,12.87,0.96,0.0,0.004088197842246,0.0,3.0,4.0,1.0,0.047881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4672152829546639,-1.5392508978963604,-0.12660639781153948,0.0,1.0,3.0,36.19,39.98,化学原料和化学制品制造业,0.038387101273500535
002360,2019,同德化工,26,山西省,民营,0.130466,0.143666,2.4958077188,-0.059887,0.308743,0.600079,8.814489,63.265055000000004,87.632233,0.1113602156033014,13.05,0.97,0.0,0.03360209492225,0.0,4.0,5.0,1.0,0.038037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4641476071806167,-5.367378843147474,0.30275951903950693,0.0,1.0,3.0,31.2,47.3,化学原料和化学制品制造业,0.041632362672295656
002360,2020,同德化工,26,山西省,民营,0.1226,0.135952,2.6681199653,0.141929,0.296392,0.595677,7.185203,61.08369400000001,87.255328,0.1180922185387595,18.02,2.04,0.0,0.022630396027695,0.0,5.0,6.0,2.0,0.073213,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5596062793720931,-5.286343612334798,0.09829356100084553,0.0,1.0,7.0,32.51,45.31,化学原料和化学制品制造业,0.05324835213970516
002360,2021,同德化工,26,山西省,民营,0.087864,0.090528,2.1945648019,-0.114243,0.236464,0.441103,5.510323,60.66557300000001,101.014596,0.0527199023497585,22.69,3.48,0.0,0.0134915057697,0.0,6.0,7.0,4.0,0.097012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5426871272119669,-8.662790697674417,0.20100998908746703,0.0,1.0,7.0,35.62,49.47,化学原料和化学制品制造业,0.06090287272145775
002360,2022,同德化工,26,山西省,民营,0.113901,0.097334,2.9398543102,0.278612,0.257195,0.424774,6.805691,58.938798000000006,83.49397,0.107122065687758,5.99,2.62,0.0,0.0078103150944699,0.0,7.0,8.0,4.0,0.099767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.544231385332002,27.498408656906427,0.2764704643831648,0.0,1.0,9.0,47.36,73.28,化学原料和化学制品制造业,0.06833875293472627
002360,2023,同德化工,26,山西省,民营,0.223466,0.172962,6.4297718528,-0.115599,0.723718,0.279315,6.289062,58.565974000000004,87.01574,0.0577248442053246,15.02,2.76,0.0,0.00586558351139,0.0,8.0,9.0,2.0,0.055363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6338470126495727,-24.06390414378432,-0.05878265130312932,0.0,1.0,4.0,53.92,45.91,化学原料和化学制品制造业,0.05975097248817397
002361,2018,神剑股份,26,安徽省,民营,0.041782,0.032737,1.6863742525,0.060111,0.047431,0.590873,2.28858,64.40289200000001,213.492482,0.0198933658846127,16.96,3.98,0.0,0.02140451779316,0.0,1.0,2.0,1.0,0.05596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5653223492972537,5.004240882103472,0.05829227761522504,0.0,0.0,1.0,33.92,45.4,化学原料和化学制品制造业,0.02423395264316252
002361,2019,神剑股份,26,安徽省,民营,0.071244,0.053311,2.5630885265,0.072668,0.076834,0.592891,2.301922,65.03720000000001,218.161476,0.0537226645837995,18.87,4.27,0.0,0.040720704227895,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3766162584569537,21.970920840064625,0.4790449222218067,0.0,0.0,1.0,37.58,57.95,化学原料和化学制品制造业,0.026227218984954826
002361,2020,神剑股份,26,安徽省,民营,0.046108,0.035495,2.087483096,-0.100723,0.052343,0.521579,2.02255,65.89301400000001,250.428918,0.0188920146165877,18.9,5.31,0.0,0.031639970274185,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.2487104696392786,-0.8609271523178808,-0.10761296077790149,0.0,0.0,1.0,24.68,39.68,化学原料和化学制品制造业,0.023380775063955493
002361,2021,神剑股份,26,安徽省,民营,0.036848,0.034803,2.4727540143,0.386213,0.033387,0.650775,2.502908,65.248312,207.556458,-0.0084853481739267,22.61,4.59,0.0,0.020352280958775,0.0,4.0,3.0,1.0,0.029466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8364815775265768,-5.74482297929192,0.16506355271131093,0.0,0.0,1.0,24.39,39.07,化学原料和化学制品制造业,0.028204704236765153
002361,2022,神剑股份,26,安徽省,民营,0.009049,0.008818,1.4732279628,-0.028957,0.008202,0.561616,2.136309,65.67483200000001,237.379926,-0.0257991879885982,21.36,4.97,0.0,0.015826000828375,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,1.8862364835007497,-5.457122608079379,-0.09695474393458758,0.0,0.0,1.0,22.17,42.36,化学原料和化学制品制造业,0.025578046836133725
002361,2023,神剑股份,26,安徽省,民营,0.007891,0.008009,1.4848884219,0.021785,0.003557,0.551699,2.106337,65.107331,233.575316,0.0484163548711576,22.25,4.68,0.0,0.0234763511408499,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,0.0,0.0,2.2260228694025974,-13.418290854572712,0.05705912541721503,0.0,0.0,1.0,21.6,37.72,化学原料和化学制品制造业,0.02906444897798218
002363,2018,隆基机械,36,山东省,民营,0.033118,0.025375,2.2005225325,0.101987,0.054391,0.563894,4.465755,68.02689500000001,198.173978,0.072446043508264,12.0,3.02,1.3862943611198906,0.05506499693048,0.0,3.0,3.0,1.0,0.110482,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.672033902245403,3.098796937659487,0.11399605960592109,0.0,0.0,0.0,56.54,36.55,汽车制造业,0.042628178472807476
002363,2019,隆基机械,36,山东省,民营,0.024542,0.019257,2.1210485784,-0.140839,0.048301,0.474472,3.782963,68.877684,256.303136,0.0388438286864306,13.39,3.15,1.0986122886681098,0.039178131155595,0.0,4.0,4.0,3.0,0.111566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6466713378930693,-10.71428571428571,-0.04954148746257248,0.0,0.0,5.0,50.47,44.48,汽车制造业,0.050975107137916725
002363,2020,隆基机械,36,山东省,民营,0.01905,0.020088,2.128533257,-0.022281,0.034738,0.47885,3.932199,69.05627600000001,266.928199,0.0028385346022547,13.1,3.17,0.0,0.03188384343018,0.0,5.0,5.0,1.0,0.026089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.674466858086185,-6.257425742574252,-0.06211543388527908,0.0,0.0,3.0,47.06,40.93,汽车制造业,0.036206441150123926
002363,2021,隆基机械,36,山东省,民营,0.012852,0.011707,1.8273642940000001,0.227507,0.015862,0.584926,4.633762,68.81439300000001,234.278097,0.0569376590014308,13.01,3.28,0.0,0.0200290845182,0.0,6.0,6.0,5.0,0.163463,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8557507852489084,-3.2530629488804363,-0.046808355400047234,0.0,0.0,2.0,51.37,42.01,汽车制造业,0.05556214992854995
002363,2022,隆基机械,36,山东省,民营,0.018688,-0.001919,1.4161370024000002,0.160594,0.019755,0.645512,5.169297,68.558762,210.844371,0.0831898395040335,11.95,3.23,0.0,0.029374998861275,0.0,7.0,7.0,3.0,0.073064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9850070863317454,0.8296943231441034,0.01232775120473839,0.0,0.0,1.0,46.81,43.1,汽车制造业,0.048160016671894734
002363,2023,隆基机械,36,山东省,民营,0.013961,0.007751,1.5390018889,-0.021244,0.020099,0.6375,4.924306,68.32969700000001,203.013765,0.069268218636893,11.94,3.21,0.0,0.04846866621718,0.0,8.0,8.0,2.0,0.052336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.973355302912112,-0.9527934170636688,-0.031051921477188715,0.0,0.0,3.0,54.48,42.02,汽车制造业,0.050559547157492266
002364,2018,中恒电气,38,浙江省,民营,0.030881,0.025996,1.0945593913,0.13621,0.097493,0.377028,1.319166,68.965637,442.909134,0.036891756789673,30.4,10.06,0.0,0.4538367881327949,0.0,8.0,9.0,6.0,0.546204,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5519251343185643,-8.423215202876221,0.030390388839105942,0.0,0.0,3.0,16.23,16.58,电气机械和器材制造业,0.07454401021960153
002364,2019,中恒电气,38,浙江省,民营,0.033446,0.026541,1.1480915276,0.192585,0.078756,0.451914,1.355073,68.38646700000001,400.886585,0.0072784006153296,30.04,9.24,0.0,0.46379349525205,0.0,9.0,10.0,5.0,0.383453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7065635638832028,-6.842400448681996,0.08239069553552847,0.0,0.0,5.0,13.51,16.76,电气机械和器材制造业,0.07046895557718943
002364,2020,中恒电气,38,浙江省,民营,0.036255,0.029371,1.3662743583,0.221449,0.069023,0.470371,1.451611,68.92251200000001,415.597964,-0.0012555155800039,28.15,8.29,0.0,0.26785143405855,0.0,10.0,11.0,6.0,0.317842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7501282915750916,15.051173991571345,0.3446217661286748,0.0,0.0,4.0,23.44,25.58,电气机械和器材制造业,0.07395654183991501
002364,2021,中恒电气,38,浙江省,民营,0.036954,0.029615,1.539700896,0.268838,0.053513,0.54197,1.732715,69.142696,391.449231,0.0035427977033231,26.72,8.63,0.0,0.27457632828265,0.0,11.0,12.0,5.0,0.242344,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.8820915316925315,7.901622187336477,0.1866317703809817,0.0,0.0,0.0,27.55,22.15,电气机械和器材制造业,0.07178264474524794
002364,2022,中恒电气,38,浙江省,民营,-0.024605,-0.020564,-0.1781721016,-0.115331,-0.040033,0.492353,1.57903,69.256505,422.752804,0.0477029859316167,31.47,11.06,0.0,0.2884927789171599,0.0,12.0,13.0,5.0,0.235363,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.8102220009718026,-3.685741998060133,0.05399124337427463,0.0,0.0,6.0,12.42,19.59,电气机械和器材制造业,0.07523385364904404
002364,2023,中恒电气,38,浙江省,民营,0.018531,0.007017,0.7404039414,-0.033349,0.016796,0.473088,1.62454,69.35092800000001,426.269062,0.0717264206454308,29.17,9.47,0.0,0.50863313045563,0.0,13.0,14.0,6.0,0.289098,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.7796689640802005,0.4531722054380571,0.2427428412803634,0.0,0.0,7.0,12.48,20.59,电气机械和器材制造业,0.0865130859047997
002365,2018,永安药业,27,湖北省,民营,0.121265,0.114744,2.8111620535000004,0.077871,0.26116,0.573051,7.355998,63.791847000000004,99.146584,0.1627865534548791,15.4,2.43,0.0,0.03376124517328,0.0,0.0,1.0,1.0,0.052597,0.0,0.0,0.0,0.0,0.0,1.497,0.0,0.0,0.0,1.209877054729242,-3.033838973162195,0.5812608796349679,0.0,0.0,0.0,41.75,65.77,医药制造业,0.02749973940321667
