score,content,location,datetime
5,是个值得一游的景点。楚王墓很有规模，挺有特色。王后墓似乎还未发挖掘。兵马俑的规模无法与西安的相比，可能与汉代的休养生息的国策有关。除楚王墓和兵马俑馆收费外，诺大的景区的其他地方都是免费的，是一个休闲的好去处。,江苏省,2017-04-23 00:24:53
5,此景区是徐州的重点景区，非常好。但楚王陵的管理上令人不解。我们是满67周岁的外省人，参观徐州任何景区时明文规定外省人与本省60周岁的老人可以免费。而唯独只有楚王陵规定本地60周岁者可以免票，外省要70岁的老人才能免票。我们不懂这是那一个政府的规定。外省人不是中国人吗？外省人不远千里乘车到徐州花费开销暂时不说，还被要求70岁才能免费，这在心里上是一个多么大的打击！试问，外省人难道比你们本地人长寿吗？有几位七十岁的外省老人能行动自如，不远万里来你们徐州参观汉文化呢？不言而渝，我可以大胆们推断，这种作法只是为蝇头小利而以。可叹呀可叹。在中国的大地上还会有这种小人存在并主持景区管理工作。,辽宁省,2016-08-09 07:37:52
5,以前没有看过地下帝王的陵墓，楚王陵墓值得一看。看到这些陵墓，修建得如此豪华、坚固。看完楚王陵后花许多时间找王后墓，王后墓只设了一个标志，没有东西可看，时间不多可不看。汉兵俑可以看一下，汉时的俑比秦俑小许多。,河南省,2016-07-05 01:16:44
5,带孩子去的很不错下次还会去，景点都不远呀,福建省,2016-01-01 15:16:16
4,整体还不错，普通市民也可以进，只有三个景点需要收费，楚王陵，兵马俑，汉长廊。,山东省,2018-07-07 07:28:44
4,景区挺大的，像个公园，参观楚王陵时请了讲解员，讲解的一般，吐字不清，里面团队多，讲解会相互干扰希望以后能提供耳机讲解，这样能减少干扰的。总的来说值得一看。,河北省,2019-12-15 12:54:34
4,总体来说很好，有当地特色和两汉文化韵味。只是路标指示不太合理，景区里有点绕,河南省,2019-07-28 14:52:22
5,十几年后，回到最初学习工作的徐州，带着家人，走到曾经到过的地方，确实不错。,河南省,2018-07-22 13:52:15
4,性价比低。,江苏省,2021-05-23 05:06:52
4,验票太不方便了，其他的还不错,河南省,2021-08-29 08:42:44
5,很值得一去的景点，徐州汉兵马俑博物馆也是很壮观的,河南省,2020-10-27 08:31:00
5,整个景区游览下来还是不错的，每个景点都有看点，如果步行，估计的半天到一天时间，价格也合适，如果不进景点，在里面健康锻炼门票是不要钱的，五星好评！！！,山东省,2018-10-02 23:32:04
5,第一次近距离接触汉代楚王陵站在墓道中感受着古人的聪明智慧,安徽省,2018-02-07 14:33:29
5,景区非常大，包括狮子山楚王陵、汉兵马俑博物馆、汉文化交流中心、刘氏宗祠、竹林寺、羊鬼山展亭、水下兵马俑博物馆等两汉文化景点，需要验票的只有楚王陵、汉兵马俑和汉画长廊，也是值得看的三个景点。,江苏省,2018-01-13 07:18:24
4,徐州汉文化景区是徐州市旅游的第一目的地，也是中国汉文化的代表。这里，出土了中国最高规格的楚王陵，里面出土了许多珍贵的文物，也是中国唯一的水下汉墓。门票有点儿小贵，90元，感觉并不值那么多。,山东省,2016-09-18 13:28:10
5,历史文化很浓郁，值得一看。,安徽省,2017-07-16 09:05:17
5,比较有特色的，进城时看到马路两边的浮雕就已经眼前一亮了！自古的兵家必争之地让人不自觉地心生金戈铁马之景象。,河北省,2015-12-26 07:33:47
4,狮子山楚王墓值得一看。,广东省,2021-05-08 12:23:29
4,景区很大，环境也不错，最核心的景点是汉兵马俑和楚王墓，建议从东门或南门进入，北门是竹林寺，没有取票口。,山东省,2017-04-13 11:03:51
5,每一个景点，都讲解的非常清楚。每一个景点，都讲解的非常清楚。每一个景点，都讲解的非常清楚。！！！！！,上海市,2019-07-25 08:19:18
5,很方便，全程请了讲解，带孩子涨姿势，这种地方一定要有讲解的，讲解价格不高，就是不是随行，都是到了一个点才有人讲解，就这样走了出来，出来后发现少去了刘邦的祠堂，又不能进去了，只好作罢,江苏省,2016-08-21 16:32:56
4,景区比较大，好几个景点，了解两汉文化的好去处，风景也不错。,安徽省,2018-04-06 12:27:04
3,和楚山狮子王陵同一个景区，里面还有汉兵马俑，水下兵马俑，天下第一比丘禅院。这里用声光电等形式展现了汉文化的方方面面。,江苏省,2019-05-25 14:49:08
5,看完龟山汉墓，来到汉文化景区，楚王陵一点不差，还有兵马俑守护，以前只知道西安的兵马俑，不知道徐州还有迷你版的兵马俑，但货真价实，气势一点也不输秦兵马俑，但是徐州的宣传不够好啊。,江西省,2018-10-29 01:44:44
5,很值得一看，景区离市区不远。楚王陵规模宏大，有很多珍贵文物，汉画像石反映的汉代生活各方面，兵马俑也很有气势。景区是个公园，绿树成荫，走走看看很惬意。携程自助取票，完全不用排队。,江苏省,2016-10-05 23:03:31
4,进园不要钱，纪念馆要门票，环境不错，馆内就一般了，看图,吉林省,2018-10-10 14:10:55
4,还是不错的，特别是楚王墓，因为第一次近距离接触帝王诸侯陵墓，很震撼。当然，在里面也有点害怕呵呵,山东省,2018-08-09 08:03:41
5,徐州必去的景点，楚王陵规模很宏伟，出土了金镂玉衣的地方，值得一去，不过金镂玉衣的真品在徐州博物馆放置，水下兵马俑感觉很可惜，很多保存的不是那么完整了，而且不是真人比例大小的！,河南省,2017-10-06 13:47:34
5,徐州汉文化景区位于徐州市云龙区三环兵马俑路1号，整个景区东起三环路，南至陇海线，西接京沪线，北迄骆驼山，是集历史博览、园林景观、旅游休闲于一体的汉文化保护基地和精品旅游景区。,河南省,2017-08-28 06:17:00
5,和西安的不同兵马俑小不同朝代不同故事不同不做比较。景点还是经典个人还是比较推荐徐州历史很多出行还是携程方便先预定，省去排队的时间。出外最重要的就是时间！,山东省,2016-09-02 13:58:09
5,总体感觉还可以，徐州汉文化多，参观后有所了解，景点内比较大联票，主要看楚王墓葬，出土文物众多，只可以不知道是谁，很遗憾。景区服务好。,江西省,2019-10-04 12:18:45
5,徐州汉文化景区位于徐州市云龙区三环兵马俑路1号，整个景区东起三环路，南至陇海线，西接京沪线，北迄骆驼山，是集历史博览、园林景观、旅游休闲于一体的汉文化保护基地和精品旅游景区,江苏省,2018-05-24 15:06:07
5,景区很大，风景优美！楚王陵气势恢宏，身临其境，感叹汉代王室的墓葬的宏大，收获多多，不虚此行！,北京市,2017-04-03 09:40:50
4,由狮子山楚王陵，汉兵马俑博物馆，汉画长廊以及竹林寺等组成。汉画长廊所收汉画像石颇为典型，在未去博物馆参观之前可以获取一个大致的印象。,河北省,2016-12-31 11:29:43
5,两汉看徐州，喜欢历史的可以去看看,江苏省,2016-08-04 01:51:23
5,两汉三绝楚王陵、兵马俑、石像画，感叹二千多年前的古人的智慧，那时候开山凿岩，没有机械设备，纯手工开凿，还有那维妙维肖的兵马俑，,江苏省,2017-10-13 05:53:12
5,楚王陵，水下兵马俑，公园很干净，春节来游玩，不错,江苏省,2018-02-19 03:37:34
5,出土的汉兵马俑很了不起，完整抒写了汉文化和战争场景，凸显了汉人的智慧，工匠巧手逼真回现。楚王陵宽敞深邃，富有可见，相比龟山汉墓略显粗糙，那也是历史现实之故。值得参观！,安徽省,2017-12-31 05:02:30
5,天气不好，楚王陵还是值得一看，兵马俑并没有那么气势磅礴的感觉，可能是跟西安对比的原因吧,贵州省,2017-10-05 01:10:15
5,的确很好，带孩子去的，主要看了兵马俑和楚王陵，游玩大概要2个小时吧，对孩子来说很受用！,河南省,2017-08-17 06:08:00
5,徐州是一个很值得游玩的古城，古往今来，兵家必争之地。了解汉王侯历史的必选之处。徐州的汉文化景区是徐州必游之地，否则就等于没来。人文看汉文化景区，自然游云龙山水湖。,江苏省,2017-10-09 04:36:59
5,换票方便，进景区前购买了导游票，文化性的游览还是需要讲解才好，一共三个主馆其他附属设施时间充裕可以参观，出土的文物大多运往博物馆展览，可看的不多，因而游客也很少。,江苏省,2016-07-17 04:56:39
3,好大好大的一个综合景区，主要的看点就是那个尚未验证主人归属的地下墓穴，可以看做是利用汉墓来营造出了一个高附加值门票的景点。汉墓的规模和制式让人惊叹不已，凿石而成的墓室和墓道实属罕见，可惜最终尚未完工就匆匆下葬，让人感觉有些美中不足。其他的附加参观项目，没什么看头，可以匆匆略过。,安徽省,2018-10-07 01:30:03
4,我购买了三张讲解票，每张20元，分别对应楚王陵、汉兵马俑、汉画长廊的讲解。每场讲解大约15分钟，聊胜于无。不清楚是否可以单独购买讲解票，我觉得楚王陵的讲解最值得。其他两处跟着讲解员的步伐走得其实挺快，略过了许多展品。楚王陵与龟山汉墓相比，甬道前部向上挖开了14米，甬道后部的两侧连接多个耳室，因此并不感觉压抑。楚王陵与龟山汉墓各有特色，都值得一看，并建议请讲解员。汉兵马俑参观完可以自费观赏汉乐雅韵，50元一场不限人数，演绎大风歌，时长4分钟，由三人分别敲击编钟、编磬，弹奏古琴，我觉得很值得。我在优酷上找到了古时只有皇帝才能看到的编钟合奏楚王陵，就是这个节目。而且优酷上的录像有四人演奏，另有一人吹奏笙和萧。水下兵马俑无需检票，也无讲解。汉画长廊展出了一些汉画像石，种类与内容上另一处的徐州汉画像石艺术馆可能更丰富。我非常喜欢汉画像石，但是各种拓片较贵并且不适合放在家中展示体积较大。这么丰富的汉画像资源，其实发展旅游纪念品方面是很有潜力进一步挖掘的。,福建省,2016-05-16 15:39:00
5,历史上十几代楚王的陵墓，景区很大，看点挺多的，中途走不动的话可以坐内部观光缆车,江苏省,2020-05-26 22:23:44
5,徐州市里的地方是苏北，出干部的地方，汉文化景区历史课本上也有介绍，是比较好玩的地方，水木年华似水，也可认识的可去之地。,上海市,2016-10-29 13:34:08
5,地处三环东路，交通方便，是徐州一日游或半日游的首选，楚王陵和兵马俑，值得一游！,河北省,2016-01-01 00:04:08
5,推荐！景区面积大，风景秀丽，聘请了一个讲解，涨了不少知识，管理有序，文物很多,江苏省,2020-03-01 03:33:28
5,不错的景区，公园和汉王墓葬在一起，特别是兵马俑。现在才知道徐州也有兵马俑的，四大兵马俑陕西三个，都是秦汉时代，这个是属于汉代的，小巧精致,安徽省,2019-04-17 12:24:38
5,景区很不错，也满大的，可以至少转半天，细细走，细细看，楚王墓很震撼，很值得一看景区很不错，也满大的，可以至少转半天，细细走，细细看，楚王墓很震撼，很值得一看,江苏省,2019-03-11 02:41:21
3,我觉得汉文化景区一般般，自己要想想如何改善了！楚王陵里没啥东西。不太吸引人,河南省,2021-10-03 15:34:44
5,专门请了导游，挺有意思的！了解了许多汉文化，那天景区内包了车，特别省时间！,江苏省,2017-09-26 19:34:48
4,汉人汉文化，历史的传承。值得感受下。当天去时，一群小学生在临画，很不错。,江西省,2016-06-05 15:10:55
5,这是记录我国汉朝文化遗产的胜地，景区很大，文物古迹很有价值，非常值得一看。,辽宁省,2016-05-09 10:46:28
5,除中，应该属于中原的一部分，这裏蕴藏了我们的，遥远文化，历史值得大家看。,河北省,2019-12-14 07:59:09
5,有看头，又有文化內涵，大力推荐。,安徽省,2019-04-25 06:04:05
5,文化的沉淀让人看到了种种历史的过往，人文气质让我留恋，瞻仰汉文化的气质。,山东省,2015-12-25 10:13:21
5,汉文化景区非常大，细细品味至少３小时。大门口有车马出行广场雕像，再往前，便是狮子山楚王陵了。整个景区趣味性尚可，但看点非常多，是了解汉文化的必到之处。,河北省,2019-03-26 04:17:48
5,很赞的景区，都是货真价实的遗迹，汉兵俑虽没秦兵俑这么大，但也足够震撼。,山西省,2015-10-27 15:32:23
5,非常喜欢的公园，内容丰富，展示很多，学到很多知识,河北省,2021-01-11 14:21:44
5,徐州汉文化景区距离徐州市区很近，汉兵马俑博物馆、水下兵马俑博物馆、汉画长廊、1995中国十大考古新发现之首狮子山楚王陵，被誉为两汉三绝，值得一游,海南省,2018-02-20 00:12:23
5,徐州汉文化景区由原狮子山楚王陵和汉兵马俑博物馆整合扩建而成，位于徐州市区东部，东起三环路，南至陇海线，西接津浦线，北迄骆驼山，总占地面积1400亩。,河南省,2017-05-04 07:18:09
4,有趣好玩，值得推荐，我一个人去那儿很开心得花了4个小时，太满足了。,河南省,2020-10-08 14:44:35
5,非常震撼，绝对不虚此行的。非常震撼，绝对不虚此行的。非常震撼，绝对不虚此行的。非常震撼，绝对不虚此行的。,安徽省,2019-08-25 11:42:27
5,狮子王汉墓出土了很多文物，陪葬的兵马俑也很有特色，以前知道有秦始皇兵马俑，水下兵马俑的展厅也很有特色。,河南省,2019-09-15 05:55:26
4,景区很大，集合了文化与风景、竹林寺整天风景很优美，楚王陵也很壮观。虽然门票略贵，但是游览感受还算不错。,四川省,2017-12-27 03:52:42
5,很不错的景区，门票稍微有一点贵。汉文化景区主要由狮子山楚王陵和汉代兵马俑博物馆组成，汉兵马俑虽然没有秦兵马俑有名，但是小巧精致，同样值得一看。,江苏省,2017-12-03 07:33:25
3,里面两个点，一个是楚王陵，就一个墓道走到底，没有龟山汉墓好，后面还有个王后陵，兴冲冲跑过去结果什么也没有。另一个是汉兵马俑，虽然知道肯定不能和秦始皇兵马俑相比，但实际看到也太失望了，好小好小就像个玩偶似的。后面还有个小山，也没什么看得，整个园区如果不要门票散散步逛一逛还不错，花钱买票进去没意思，性价比低，不值这个票价,湖南省,2020-11-01 07:50:51
4,提前一天携程买的门票可以便宜，公交车下车从东门进，但其实从南门进就直接到楚王陵了更方便，逛完后再去看兵马俑和汉石像，最后从北门出。里面没看到吃饭的地点，可以在南门外的大润发吃，买水只能自动售货机了。总体而言景点挺丰富的，自己看看介绍也了解了不少历史，带小朋友的值得一去，逛逛需要半天以上。另外现在山上的景点因为疫情都还没开，工作人员都很友善,重庆市,2020-07-26 11:57:08
5,展示汉文化的代表景区，有汉墓、汉兵马俑、石画象等，值得推荐。,浙江省,2020-06-03 23:31:01
4,提前一天网络订票，但到了现场还是得排队换票，与现场购票人员一样排队，这点有点落后。这个价格看似景点很多，但实际上都比较小，一般20分钟就能看一个，而且这种历史文化景点不讲解很难看懂，特别是小孩子更没兴趣了，配的讲解员较少，都请不到讲解员，而且也没有配自助语音解讲器之类辅助，总的感觉历史深厚的景区没有充分展现出来，游客体验感也不强。,江苏省,2019-10-09 01:31:43
4,景区很大，郁郁葱葱树木茂密，非常干净。东门人很少而且不能换网络票，没有观光车，不太方便，建议从南门进，离楚王陵近，而且还有停车场。天气太热，带着小孩，就选择了包车，还是能省不少体力。最主要景点就是楚王陵，很震撼，很雄伟。里面很凉爽。感叹古人的鬼斧神工，开凿这么大的墓穴。其他还有兵马俑馆，相对能看的东西就少一些。天气太热就没有去竹林寺，远观还是很秀丽的。,山东省,2019-07-22 08:17:58
4,首先惊叹于古墓建造的神奇，古人的人力与智慧真是不能想象。其次，虽然与西安兵马俑相比，没有那么壮观，但精致的陈列也是挺神奇的，特别是水下兵马俑还是第一次看到。还有汉画像的展览，完全可以深入的了解两汉文化。,辽宁省,2019-07-09 08:27:31
4,整体是个风景不错的公园。本地人锻练不错的去处。外地人就参观一下三个核心点吧楚王墓最值得看，可惜被盗了，里面放点复制品；兵马俑个太小了，不要和西安兵马俑相比啊。游客推荐南门进。停车费10元，比其他景点贵。小朋友6岁以上半价，记得带身份证。学生证也可半价,山西省,2018-05-01 09:21:38
4,整个景区还是挺大的，两个博物馆感觉不错，非双休来游客也不多。,江苏省,2017-09-22 22:13:07
4,西楚的汉文化，值得一来，还有在水下发掘的兵马俑，虽然整体风景很没意思，还是当地人健身的公园绿地。。。,山东省,2016-02-19 11:35:22
5,不错，徐州汉文化，一次家庭行程，在徐州的满意的旅行。徐州需要发展餐饮，餐饮文化不够好，夜市也一般。,河南省,2019-11-29 03:49:57
4,去山东自驾游路过徐州，被传说中的金缕玉衣吸引，就参观了汉文化景区的狮子山王陵、汉兵马俑博物馆和水下兵马俑博物馆，个人觉得江苏徐州狮子山楚王墓和河南永城芒砀山梁王墓相比还是有距离。,江苏省,2016-07-02 10:20:46
5,很大的地方，去寺庙拜了一下，出门在外一定要去这个寺庙拜一下,河南省,2015-12-08 14:45:01
5,景色很美丽！趣味知识储备！性价比门票价格优惠,安徽省,2020-06-29 08:13:04
5,携程的票是打印出来盖公章的票，但是不影响使用。取票方便，在售票处报取票码和姓名就可以了，很方便，也便宜，挺好的。汉王墓很震撼，值得一看！,江苏省,2017-12-11 14:14:05
5,景点有楚王陵、汉俑博物馆、水俑馆，新增试运行汉画像石馆和汉文化馆，整体不错，请的讲解导游不太给力,江苏省,2017-10-03 06:52:29
3,除了楚王陵，其他几个感觉一般，作为一个公园还是不错的。,河南省,2021-04-25 00:49:18
5,其实没多大东西看，觉得不太值这个钱,广西壮族自治区,2020-12-01 18:25:25
5,汉文化景区距离市区比较远，如果时间富裕的话，可以去看看,山东省,2020-03-20 00:51:59
4,花了120请了讲解员，觉得值，不然进去啥文物都不知道！,河南省,2018-02-19 06:03:02
5,景区很大，充满了浓浓的汉文化味，汉兵马俑惟妙惟肖，狮子山楚王陵，汉文化广场，汉文化的历史集中地,浙江省,2018-02-18 03:41:36
5,景区很大，充满了浓浓的汉文化味，汉兵马俑惟妙惟肖，狮子山楚王陵，汉文化广场，汉文化的历史集中地,安徽省,2018-02-18 03:40:35
5,汉文化景区不错，体现了汉文化特色，携程订票取票很方便。,广东省,2017-10-07 15:07:50
5,这个景点有些出乎预料。整个景区很大，既可看到历史遗迹，又能在春天里欣赏到百花盛开，人也不多。绝对是个休闲的好去处。,江苏省,2017-07-05 06:33:04
5,非常好玩的一次旅行刚来徐州其实挺失望的但这里说实话挺好,江苏省,2016-01-05 17:48:31
5,徐州比较有特色的公园，以汉文化为主，门票免费，只是在里面的汉代兵马俑要门票，里面可以看到与西安秦始皇兵马俑不同的内容，公园景色不错！,江苏省,2019-10-21 22:56:21
5,景区面积挺大的，主要是以楚王陵和汉兵马俑两大景区为重点，在此游玩大半天也没问题。我感觉我在此再次接受了下历史教育，又增长了不少知识。,广东省,2018-10-10 00:51:01
3,景区环境不错，墓室在岩石里凿出来，很震撼，值得一看。,云南省,2017-05-15 10:21:57
5,徐州汉文化景区包括了狮子山楚王陵和陪葬的汉兵马俑，还修建了汉文化广场、考古模拟场、滑草场等。汉兵马俑和汉画像石是重要的汉代文化标志。,江苏省,2017-05-08 09:27:02
5,很大的，玩的时候下雨空气很好，解说员有很可爱的小孩子，很厉害哦！唯一不好的就是网购没有漂亮的门票，只有打印出来的一张纸，没有收藏价值,云南省,2017-05-08 02:25:17
5,景点还是不错的，文化气氛很浓，周围吃饭的地方有点远，只是里面东西有点少，大部分被盗了，可惜了，三个坑的兵马俑有点少，整个景区还比较大,江苏省,2016-10-29 14:01:28
5,挺好玩的。景区有点小。其他的都很好。................................................,安徽省,2016-06-10 08:40:27
5,超级震撼，好好玩，不虚此行！古人真是有毅力有智慧啊,江苏省,2018-01-26 09:41:47
5,距离市中心比较远，其中有一个汉墓比较有名，值得去,河南省,2019-12-18 04:14:44
5,非常美的一个景区，特别大的一个公园，环境优美，绿树成荫，我们去的时候正是各种花竞相开放的春天，沿着湖边都是各种各样的颜色的花朵。,山东省,2018-04-02 13:18:29
4,狮子山楚王汉墓不仅有一系列文物，更有历史事件相伴，了解历史了解汉墓文化，此地就是好教材。,北京市,2017-05-01 05:04:17
5,这个可以说，应该是徐州最有名的景点了吧，比那个龟山要好看很多，尤其是在墓室里，有一种盗墓的错觉，感觉还是很冲击的，非常不错的景点,山东省,2016-07-06 02:02:33
5,汉兵马俑里面墓道真是鬼斧神工，从门口到墓室里是直线的，激光打进去都不会有断线的，相比狮子山楚王陵龟山汉墓是小点，也是值得一去的。,江苏省,2016-07-05 09:19:07
5,挺好的景区，坐的150元的包车，导游讲解也不错，景区很有历史文化氛围，是一次不错的体验值得推荐，体验很好，有趣好玩，景色不错，,江苏省,2020-08-14 14:10:14
5,距离市中心路途有点远，记得坐公交车好长时间才到,江苏省,2020-06-25 13:44:19
4,汉墓相比较秦兵马俑博物馆的话有点简陋，听了讲解员的讲解，对汉文化有了一定的了解，公园里的全景电影还是不错的，总之还很值得一去。,安徽省,2019-11-09 04:25:07
5,里面有几个博物馆，都是汉文化相关的，十分有科普意义还有可爱的汉兵马俑，外面园区绿化丰富，上面还有个佛寺，总体感觉是票价值得的。,黑龙江省,2019-07-30 05:52:06
5,原貌景点，保存完好，值得一游。特别是门票价格低,江苏省,2015-12-03 02:52:36
5,很有历史底蕴的风景区！大家应该都要去看一看！,江苏省,2020-02-26 01:02:01
5,景点的设计还是很用心，从景点之间的交通，到各个景点各自的设计，处处都能够看到设计者当年的智慧，也更让来游览的游客增长了见识。,安徽省,2018-02-23 11:28:26
4,景区还是挺大的，风景也不错，但是如果没有导游自己看的话只能走马观花，看了也不太明白。,浙江省,2018-02-21 03:39:25
4,园区很大，包括几个独立的景点，如楚王陵，汉兵马俑和，水下兵马俑和竹林寺等。但票价90元的通票确认太贵了，而有捆绑销售之嫌，。,江苏省,2016-10-31 08:33:59
5,值得一看，尤其双墓墓道的建设，赞叹古人的智慧,河南省,2015-11-17 06:30:51
5,很不错的景区，景点分布在一个很美的特大公园里。从一个景点去往另外一个景点，还可以欣赏优美的风景。喜欢历史的，一定不能错过。,河南省,2018-04-08 04:39:12
4,值得一看，了解下汉墓、汉兵马俑、石碑文化！,江苏省,2017-10-04 15:07:52
5,震撼，庞大的地下汉王陵让我等观者叹为观止，这个景区还包括兵马俑等多个景点，都表现了徐州汉时伟大的历史和文化，让我获益菲浅。,江苏省,2017-05-20 03:11:41
5,如果对历史有点兴趣的，非常值得去看。除了墓室与汉兵马俑汉画像石等实物外，还展示了一些相关的知识，让人感觉这些死物有了生命。,江苏省,2017-04-09 12:31:47
5,水下兵马俑是一个特色，非常值得看，虽然没有陕西的规模大，但是布展在水下也是很少见的,河南省,2015-10-19 12:07:07
4,看别人评价说这里性价比不高，但我个人觉得还是可以的，毕竟第一个主景点，陵寝让你直接面对古人的伟大之处，第二个景点可以看到另一种不同韵慰的兵马俑，虽然没有西安的雄伟，但是也别有味道。第三个，是不太会欣赏，所以感觉一般般。,安徽省,2019-04-21 09:52:48
4,最感兴趣的是楚王陵，规模宏大，令人震撼。,上海市,2018-10-04 22:33:22
4,秦唐文化看西安，明清文化看北京，两汉文化看徐州要想了解两汉文化一定要到徐州汉文化景区去看一看，徐州州汉文化景区由狮子山楚王陵和徐州汉兵马俑博物馆整合扩建而成，是以汉文化为特色的全国最大的主题公园，占地1400亩，囊括了被称为汉代三绝的汉墓、汉兵马俑和汉画像石。,江苏省,2018-06-16 14:23:54
3,淡季通票90真心有点贵了，三个收费场馆，最后一个收费点好像是叫什么汉代展览，工作人员都懒得检票了，真的不值票价。60岁以上70岁以下半价45，金山寺旺季去的，半价也就35，我觉得景色还没金山寺里的山山水水好看呢。春暖花开时当公园全家人一起逛一逛还不错。最后一张车马出行图是公园外的，找了半天，以为公园里的呢,安徽省,2018-02-17 14:54:36
5,景点不错，带着家人，可以好好的游玩，一路风景一路游玩，也不累，可以慢慢的游玩，不过需要有人讲解，很多历史不说还是很难懂得,河北省,2016-08-07 08:18:52
4,喜欢历史文化的朋友可以来看看，很不错，不去陕西看秦兵马俑，那就来这个景区看汉兵马俑吧，除了一号坑发掘的不太完整外，其它都很好，尤其是水上兵马俑馆，里面的骑兵兵马俑更是惟妙惟肖，活灵活现，景区有山有水，景色很好，山上还有一个寺庙可以祈福，里面也很凉快，适合夏季避暑，就是价格有点贵，主要景点不多，性价比稍低。,广东省,2016-08-05 15:37:32
5,很好看有时间得朋友可以看看不看你会后悔的,浙江省,2015-12-12 23:52:09
5,地方很大，不看地图容易原地绕。里面的景点不错的，可以学到很多历史知识。刘邦的老家在这儿，所以很多关于他的知识还有雕塑。,湖北省,2018-08-04 10:57:57
5,比较好，玩的比较开心，感觉这个地方不错,江苏省,2016-08-29 07:10:47
5,丰富的汉朝文化的地方，不错的地方,安徽省,2020-10-17 00:28:57
5,地方挺大的，没逛完。博物馆没法跟西安的比，水下博物馆也没啥意思，楚王陵还行。,安徽省,2019-05-03 06:49:29
5,很有历史意义，感受来自汉朝的气息。思考漫长的历史跨越，墓室凿山而成，里面很深很大，是徐州汉墓的代表性建筑，值得一去。,江苏省,2017-09-23 07:21:53
5,挺好，带着孩子和老人全程不紧不慢走下来，很好。每个景点也都看了，老人家很喜欢，推荐来。也不是太累。摆渡车包车150,河南省,2019-08-31 08:56:33
3,景区一般，逛了一圈，孩纸说还没有徐州博物馆好看，因为对兵马俑有期待才去看的，不过楚王墓看一下还是觉得古代人厉害，,安徽省,2019-08-21 13:21:03
5,景区很大，地宫很壮观，值得一看。如果不赶时间可以在里面逛大半天，绿化做的很好，春天去尤其适合，各种花草都开放了。,北京市,2019-04-07 13:22:06
5,楚王墓值得一看，其他景点一般般。,江西省,2018-05-13 08:54:59
5,很不错的景点，值得一去，敬佩先人,上海市,2017-11-27 16:50:56
4,两汉文化看徐州，如果不看景点，可以不买票，景区是公共开发的，楚王墓还是比较壮观的，直接下到墓室，想到了盗墓笔记。,江苏省,2017-10-23 09:57:05
5,展现汉文化的好地方！,江苏省,2020-03-20 08:00:34
5,整个文化区最大的亮点在于景区规划合理，管理有序，自然环境与人文环境交相辉映，形成了徐州具有自己特色的汉代文化。,浙江省,2019-07-13 12:44:19
5,景区非常大，景点非常多，值得游玩。一个地方可以看到各种的汉文化的形态。结合了自然环境和文物古迹。总体非常不错。,江苏省,2019-07-10 11:04:58
5,特别大特别规划好的一个景区，门票价格不贵，物超所值啊，可惜知道的人不多，我们去时几乎没有人，很多值得看的地方。,安徽省,2018-09-16 08:49:25
5,慢慢看可以玩半天，看完后若有电瓶车5元一人就到门口了，省得走很长的路回去了，路上也没东西可看的。推荐大家乘坐。,安徽省,2018-09-03 08:25:03
5,特别好的一个景点逛着很有感觉,河北省,2020-05-23 06:26:13
4,进景区不需要门票，里面主要以展示汉朝文化为主，有汉代兵马俑，但需要门票，环境不错，属于徐州第一位的旅游景点！,山东省,2020-01-22 22:58:24
4,在里面被坑了，去的这天下雨，有电瓶车说是让包车，可以去九个景点，要是走着得三小时，一听这话我们带着孩子后三人也得包一辆，结果一会儿就转完了，里面也不算很大，建议以后来的游客还是自己走走吧！,安徽省,2017-10-04 09:05:46
3,嗯，想了半天，貌似没什么可推荐的，如果，对历史古迹感兴趣，可以观摩一下，我是真的欣赏不来,江苏省,2016-09-24 17:08:38
5,非常不错，和老爸一起来看看，满眼的期待和美好，总之还可以，徐州加油哦，向西安兵马俑缩小差距，服务和设施蛮好,北京市,2018-12-18 14:01:32
5,和朋友一起去的，汉墓，兵马俑，汉画像石等，还有竹林寺，整体不错都在一个园区内，当时天气太热，要做好防晒工作,江苏省,2016-06-21 11:32:07
5,一般般吧，没啥意思。景区风景可以，就是没有什么值得推荐的，下次估计不会再来了。钱花的不值得。有点假啊。,贵州省,2019-08-16 00:33:33
5,还不错，收听后能了解一些知识。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。,河南省,2019-05-19 10:19:52
5,很好的地方，适合休闲游，锻炼身体，景点不大，2个小时可逛一圈公园内晨练的人也不少。,安徽省,2018-02-17 03:24:59
4,感受一下汉代陵墓的氛围，历史文化之旅，古代人的造墓工程令人赞叹,江苏省,2017-04-15 06:53:39
5,对历史感兴趣，还是值得去看看的，毕竟古墓保存完好的越来越少了,四川省,2019-11-13 08:12:24
5,顺路玩了徐州二天，不错，中原之喉，二汉文化，的确有可看之处！,江苏省,2017-04-08 08:22:26
4,有楚王陵、汉兵马俑等，也有大风起兮的汉高祖可表述的汉文化有很多很多。可惜占地虽广，汉家文化的内涵表达了了，底蕴还需加强,江苏省,2017-02-18 15:10:38
5,行程安排比较匆忙，不过景区还是不错的，推荐带孩子去看看。,江苏省,2019-02-12 13:46:53
5,因为徐州在南北之间，所以在徐州有很多的汉代文化，值得一去,江苏省,2018-02-19 12:47:09
5,面积很大，环境相当好，不进馆的话，无需门票，相当于一个大公园。对汉文化感兴趣的话，门票也不算贵。,河北省,2017-10-06 08:12:07
